Longitude_deg,Latitude_deg,Elevation_m,Temperature_C
86.9015,27.9605,5397.2258,-5.216
86.902,27.9605,5407.7838,-5.2846
86.9025,27.9605,5418.659,-5.3553
86.903,27.9605,5429.8426,-5.428
86.9035,27.9605,5441.3246,-5.5026
86.904,27.9605,5453.093,-5.5791
86.9045,27.9605,5465.1346,-5.6574
86.9051,27.9605,5477.4343,-5.7373
86.9056,27.9605,5489.9758,-5.8188
86.9061,27.9605,5502.7408,-5.9018
86.9066,27.9605,5515.7096,-5.9861
86.9071,27.9605,5528.8609,-6.0716
86.9076,27.9605,5542.172,-6.1581
86.9081,27.9605,5555.6184,-6.2455
86.9086,27.9605,5569.1745,-6.3336
86.9091,27.9605,5582.8131,-6.4223
86.9096,27.9605,5596.5058,-6.5113
86.9101,27.9605,5610.223,-6.6004
86.9106,27.9605,5623.9338,-6.6896
86.9111,27.9605,5637.6065,-6.7784
86.9116,27.9605,5651.2084,-6.8669
86.9121,27.9605,5664.7059,-6.9546
86.9126,27.9605,5678.0649,-7.0414
86.9131,27.9605,5691.2507,-7.1271
86.9136,27.9605,5704.2282,-7.2115
86.9141,27.9605,5716.9622,-7.2943
86.9146,27.9605,5729.4173,-7.3752
86.9152,27.9605,5741.5581,-7.4541
86.9157,27.9605,5753.3496,-7.5308
86.9162,27.9605,5764.7573,-7.6049
86.9167,27.9605,5775.7471,-7.6764
86.9172,27.9605,5786.2857,-7.7449
86.9177,27.9605,5796.3408,-7.8102
86.9182,27.9605,5805.8811,-7.8722
86.9187,27.9605,5814.8765,-7.9307
86.9192,27.9605,5823.2985,-7.9854
86.9197,27.9605,5831.1199,-8.0363
86.9202,27.9605,5838.3155,-8.0831
86.9207,27.9605,5844.8616,-8.1256
86.9212,27.9605,5850.7367,-8.1638
86.9217,27.9605,5855.9213,-8.1975
86.9222,27.9605,5860.3981,-8.2266
86.9227,27.9605,5864.1521,-8.251
86.9232,27.9605,5867.1706,-8.2706
86.9237,27.9605,5869.4435,-8.2854
86.9242,27.9605,5870.9631,-8.2953
86.9247,27.9605,5871.7242,-8.3002
86.9253,27.9605,5871.7242,-8.3002
86.9258,27.9605,5870.9631,-8.2953
86.9263,27.9605,5869.4435,-8.2854
86.9268,27.9605,5867.1706,-8.2706
86.9273,27.9605,5864.1521,-8.251
86.9278,27.9605,5860.3981,-8.2266
86.9283,27.9605,5855.9213,-8.1975
86.9288,27.9605,5850.7367,-8.1638
86.9293,27.9605,5844.8617,-8.1256
86.9298,27.9605,5838.3157,-8.0831
86.9303,27.9605,5831.1203,-8.0363
86.9308,27.9605,5823.2992,-7.9854
86.9313,27.9605,5814.8778,-7.9307
86.9318,27.9605,5805.8833,-7.8722
86.9323,27.9605,5796.3447,-7.8102
86.9328,27.9605,5786.2924,-7.7449
86.9333,27.9605,5775.7584,-7.6764
86.9338,27.9605,5764.7762,-7.605
86.9343,27.9605,5753.3808,-7.531
86.9348,27.9605,5741.6088,-7.4545
86.9354,27.9605,5729.4986,-7.3757
86.9359,27.9605,5717.0909,-7.2951
86.9364,27.9605,5704.429,-7.2128
86.9369,27.9605,5691.5595,-7.1291
86.9374,27.9605,5678.5332,-7.0445
86.9379,27.9605,5665.4059,-6.9591
86.9384,27.9605,5652.2402,-6.8736
86.9389,27.9605,5639.1061,-6.7882
86.9394,27.9605,5626.0824,-6.7035
86.9399,27.9605,5613.2581,-6.6202
86.9404,27.9605,5600.7331,-6.5388
86.9409,27.9605,5588.6178,-6.46
86.9414,27.9605,5577.0331,-6.3847
86.9419,27.9605,5566.108,-6.3137
86.9424,27.9605,5555.9763,-6.2478
86.9429,27.9605,5546.7719,-6.188
86.9434,27.9605,5538.622,-6.135
86.9439,27.9605,5531.6386,-6.0897
86.9444,27.9605,5525.9098,-6.0524
86.9449,27.9605,5521.4891,-6.0237
86.9455,27.9605,5518.3852,-6.0035
86.946,27.9605,5516.5534,-5.9916
86.9465,27.9605,5515.8881,-5.9873
86.947,27.9605,5516.2192,-5.9894
86.9475,27.9605,5517.3122,-5.9965
86.948,27.9605,5518.873,-6.0067
86.9485,27.9605,5520.5585,-6.0176
86.949,27.9605,5521.991,-6.0269
86.9495,27.9605,5522.778,-6.0321
86.95,27.9605,5522.5337,-6.0305
86.9,27.961,5378.1232,-5.0918
86.9005,27.961,5388.2979,-5.1579
86.901,27.961,5398.8283,-5.2264
86.9015,27.961,5409.7097,-5.2971
86.902,27.961,5420.936,-5.3701
86.9025,27.961,5432.4995,-5.4452
86.903,27.961,5444.391,-5.5225
86.9035,27.961,5456.5997,-5.6019
86.904,27.961,5469.1131,-5.6832
86.9045,27.961,5481.9168,-5.7665
86.9051,27.961,5494.9952,-5.8515
86.9056,27.961,5508.3305,-5.9381
86.9061,27.961,5521.9035,-6.0264
86.9066,27.961,5535.6932,-6.116
86.9071,27.961,5549.6769,-6.2069
86.9076,27.961,5563.8305,-6.2989
86.9081,27.961,5578.1281,-6.3918
86.9086,27.961,5592.5422,-6.4855
86.9091,27.961,5607.0441,-6.5798
86.9096,27.961,5621.6036,-6.6744
86.9101,27.961,5636.189,-6.7692
86.9106,27.961,5650.7677,-6.864
86.9111,27.961,5665.3058,-6.9585
86.9116,27.961,5679.7686,-7.0525
86.9121,27.961,5694.1205,-7.1458
86.9126,27.961,5708.3251,-7.2381
86.9131,27.961,5722.3455,-7.3292
86.9136,27.961,5736.1445,-7.4189
86.9141,27.961,5749.6845,-7.5069
86.9146,27.961,5762.9279,-7.593
86.9152,27.961,5775.8372,-7.6769
86.9157,27.961,5788.3751,-7.7584
86.9162,27.961,5800.5049,-7.8373
86.9167,27.961,5812.1903,-7.9132
86.9172,27.961,5823.396,-7.9861
86.9177,27.961,5834.0876,-8.0556
86.9182,27.961,5844.2317,-8.1215
86.9187,27.961,5853.7965,-8.1837
86.9192,27.961,5862.7516,-8.2419
86.9197,27.961,5871.0681,-8.2959
86.9202,27.961,5878.7191,-8.3457
86.9207,27.961,5885.6795,-8.3909
86.9212,27.961,5891.9265,-8.4315
86.9217,27.961,5897.4393,-8.4674
86.9222,27.961,5902.1994,-8.4983
86.9227,27.961,5906.1911,-8.5242
86.9232,27.961,5909.4007,-8.5451
86.9237,27.961,5911.8175,-8.5608
86.9242,27.961,5913.4332,-8.5713
86.9247,27.961,5914.2425,-8.5766
86.9253,27.961,5914.2425,-8.5766
86.9258,27.961,5913.4332,-8.5713
86.9263,27.961,5911.8175,-8.5608
86.9268,27.961,5909.4007,-8.5451
86.9273,27.961,5906.1911,-8.5242
86.9278,27.961,5902.1995,-8.4983
86.9283,27.961,5897.4393,-8.4674
86.9288,27.961,5891.9266,-8.4315
86.9293,27.961,5885.6797,-8.3909
86.9298,27.961,5878.7195,-8.3457
86.9303,27.961,5871.0688,-8.2959
86.9308,27.961,5862.7529,-8.2419
86.9313,27.961,5853.7988,-8.1837
86.9318,27.961,5844.2357,-8.1215
86.9323,27.961,5834.0944,-8.0556
86.9328,27.961,5823.4077,-7.9862
86.9333,27.961,5812.2099,-7.9134
86.9338,27.961,5800.5372,-7.8375
86.9343,27.961,5788.4277,-7.7588
86.9348,27.961,5775.9215,-7.6775
86.9354,27.961,5763.0613,-7.5939
86.9359,27.961,5749.8926,-7.5083
86.9364,27.961,5736.4645,-7.421
86.9369,27.961,5722.8308,-7.3324
86.9374,27.961,5709.0506,-7.2428
86.9379,27.961,5695.1899,-7.1527
86.9384,27.961,5681.3227,-7.0626
86.9389,27.961,5667.5325,-6.973
86.9394,27.961,5653.9132,-6.8844
86.9399,27.961,5640.5699,-6.7977
86.9404,27.961,5627.6193,-6.7135
86.9409,27.961,5615.1884,-6.6327
86.9414,27.961,5603.4132,-6.5562
86.9419,27.961,5592.4343,-6.4848
86.9424,27.961,5582.3927,-6.4196
86.9429,27.961,5573.4223,-6.3612
86.9434,27.961,5565.6416,-6.3107
86.9439,27.961,5559.144,-6.2684
86.9444,27.961,5553.987,-6.2349
86.9449,27.961,5550.1819,-6.2102
86.9455,27.961,5547.6846,-6.1939
86.946,27.961,5546.3876,-6.1855
86.9465,27.961,5546.1168,-6.1838
86.947,27.961,5546.631,-6.1871
86.9475,27.961,5547.6276,-6.1936
86.948,27.961,5548.7527,-6.2009
86.9485,27.961,5549.6168,-6.2065
86.949,27.961,5549.8145,-6.2078
86.9495,27.961,5548.9479,-6.2022
86.95,27.961,5546.6503,-6.1872
86.9,27.9615,5389.1833,-5.1637
86.9005,27.9615,5399.9898,-5.2339
86.901,27.9615,5411.174,-5.3066
86.9015,27.9615,5422.7311,-5.3818
86.902,27.9615,5434.6544,-5.4593
86.9025,27.9615,5446.936,-5.5391
86.903,27.9615,5459.5659,-5.6212
86.9035,27.9615,5472.5327,-5.7055
86.904,27.9615,5485.823,-5.7918
86.9045,27.9615,5499.4218,-5.8802
86.9051,27.9615,5513.3122,-5.9705
86.9056,27.9615,5527.4755,-6.0626
86.9061,27.9615,5541.8913,-6.1563
86.9066,27.9615,5556.5372,-6.2515
86.9071,27.9615,5571.3893,-6.348
86.9076,27.9615,5586.4217,-6.4457
86.9081,27.9615,5601.607,-6.5444
86.9086,27.9615,5616.9162,-6.644
86.9091,27.9615,5632.3185,-6.7441
86.9096,27.9615,5647.782,-6.8446
86.9101,27.9615,5663.273,-6.9453
86.9106,27.9615,5678.7569,-7.0459
86.9111,27.9615,5694.1978,-7.1463
86.9116,27.9615,5709.5587,-7.2461
86.9121,27.9615,5724.8017,-7.3452
86.9126,27.9615,5739.8883,-7.4433
86.9131,27.9615,5754.7793,-7.5401
86.9136,27.9615,5769.4351,-7.6353
86.9141,27.9615,5783.8158,-7.7288
86.9146,27.9615,5797.8815,-7.8202
86.9152,27.9615,5811.5924,-7.9094
86.9157,27.9615,5824.9088,-7.9959
86.9162,27.9615,5837.7918,-8.0796
86.9167,27.9615,5850.2028,-8.1603
86.9172,27.9615,5862.1042,-8.2377
86.9177,27.9615,5873.4596,-8.3115
86.9182,27.9615,5884.2337,-8.3815
86.9187,27.9615,5894.3924,-8.4476
86.9192,27.9615,5903.9035,-8.5094
86.9197,27.9615,5912.7364,-8.5668
86.9202,27.9615,5920.8624,-8.6196
86.9207,27.9615,5928.2551,-8.6677
86.9212,27.9615,5934.8899,-8.7108
86.9217,27.9615,5940.745,-8.7488
86.9222,27.9615,5945.8007,-8.7817
86.9227,27.9615,5950.0402,-8.8093
86.9232,27.9615,5953.4491,-8.8314
86.9237,27.9615,5956.016,-8.8481
86.9242,27.9615,5957.7321,-8.8593
86.9247,27.9615,5958.5916,-8.8648
86.9253,27.9615,5958.5916,-8.8648
86.9258,27.9615,5957.7321,-8.8593
86.9263,27.9615,5956.016,-8.8481
86.9268,27.9615,5953.4492,-8.8314
86.9273,27.9615,5950.0402,-8.8093
86.9278,27.9615,5945.8008,-8.7817
86.9283,27.9615,5940.7451,-8.7488
86.9288,27.9615,5934.8902,-8.7108
86.9293,27.9615,5928.2555,-8.6677
86.9298,27.9615,5920.8632,-8.6196
86.9303,27.9615,5912.7377,-8.5668
86.9308,27.9615,5903.9058,-8.5094
86.9313,27.9615,5894.3965,-8.4476
86.9318,27.9615,5884.2408,-8.3816
86.9323,27.9615,5873.4717,-8.3116
86.9328,27.9615,5862.1245,-8.2378
86.9333,27.9615,5850.2362,-8.1605
86.9338,27.9615,5837.8462,-8.08
86.9343,27.9615,5824.9962,-7.9965
86.9348,27.9615,5811.7306,-7.9102
86.9354,27.9615,5798.0972,-7.8216
86.9359,27.9615,5784.1475,-7.731
86.9364,27.9615,5769.938,-7.6386
86.9369,27.9615,5755.5311,-7.545
86.9374,27.9615,5740.9965,-7.4505
86.9379,27.9615,5726.4123,-7.3557
86.9384,27.9615,5711.8663,-7.2611
86.9389,27.9615,5697.4577,-7.1675
86.9394,27.9615,5683.2972,-7.0754
86.9399,27.9615,5669.5075,-6.9858
86.9404,27.9615,5656.2224,-6.8994
86.9409,27.9615,5643.5847,-6.8173
86.9414,27.9615,5631.7426,-6.7403
86.9419,27.9615,5620.8441,-6.6695
86.9424,27.9615,5611.0304,-6.6057
86.9429,27.9615,5602.4266,-6.5498
86.9434,27.9615,5595.1317,-6.5024
86.9439,27.9615,5589.2077,-6.4639
86.9444,27.9615,5584.6687,-6.4343
86.9449,27.9615,5581.4711,-6.4136
86.9455,27.9615,5579.5059,-6.4008
86.946,27.9615,5578.5947,-6.3949
86.9465,27.9615,5578.4899,-6.3942
86.947,27.9615,5578.8798,-6.3967
86.9475,27.9615,5579.3999,-6.4001
86.948,27.9615,5579.6482,-6.4017
86.9485,27.9615,5579.2068,-6.3988
86.949,27.9615,5577.6649,-6.3888
86.9495,27.9615,5574.6441,-6.3692
86.95,27.9615,5569.8233,-6.3379
86.9,27.962,5400.7025,-5.2386
86.9005,27.962,5412.167,-5.3131
86.901,27.962,5424.0322,-5.3902
86.9015,27.962,5436.293,-5.4699
86.902,27.962,5448.9423,-5.5521
86.9025,27.962,5461.9717,-5.6368
86.903,27.962,5475.3706,-5.7239
86.9035,27.962,5489.1269,-5.8133
86.904,27.962,5503.2265,-5.905
86.9045,27.962,5517.6533,-5.9987
86.9051,27.962,5532.3895,-6.0945
86.9056,27.962,5547.4152,-6.1922
86.9061,27.962,5562.7087,-6.2916
86.9066,27.962,5578.2464,-6.3926
86.9071,27.962,5594.0028,-6.495
86.9076,27.962,5609.9506,-6.5987
86.9081,27.962,5626.0605,-6.7034
86.9086,27.962,5642.3018,-6.809
86.9091,27.962,5658.642,-6.9152
86.9096,27.962,5675.047,-7.0218
86.9101,27.962,5691.4813,-7.1286
86.9106,27.962,5707.908,-7.2354
86.9111,27.962,5724.2891,-7.3419
86.9116,27.962,5740.5852,-7.4478
86.9121,27.962,5756.7564,-7.5529
86.9126,27.962,5772.7616,-7.657
86.9131,27.962,5788.5593,-7.7596
86.9136,27.962,5804.1075,-7.8607
86.9141,27.962,5819.3638,-7.9599
86.9146,27.962,5834.286,-8.0569
86.9152,27.962,5848.8317,-8.1514
86.9157,27.962,5862.959,-8.2432
86.9162,27.962,5876.6263,-8.3321
86.9167,27.962,5889.793,-8.4177
86.9172,27.962,5902.4192,-8.4997
86.9177,27.962,5914.466,-8.578
86.9182,27.962,5925.896,-8.6523
86.9187,27.962,5936.6733,-8.7224
86.9192,27.962,5946.7635,-8.788
86.9197,27.962,5956.1343,-8.8489
86.9202,27.962,5964.7551,-8.9049
86.9207,27.962,5972.5979,-8.9559
86.9212,27.962,5979.6367,-9.0016
86.9217,27.962,5985.8483,-9.042
86.9222,27.962,5991.2119,-9.0769
86.9227,27.962,5995.7095,-9.1061
86.9232,27.962,5999.326,-9.1296
86.9237,27.962,6002.0491,-9.1473
86.9242,27.962,6003.8697,-9.1592
86.9247,27.962,6004.7816,-9.1651
86.9253,27.962,6004.7816,-9.1651
86.9258,27.962,6003.8697,-9.1592
86.9263,27.962,6002.0492,-9.1473
86.9268,27.962,5999.326,-9.1296
86.9273,27.962,5995.7096,-9.1061
86.9278,27.962,5991.212,-9.0769
86.9283,27.962,5985.8485,-9.042
86.9288,27.962,5979.6372,-9.0016
86.9293,27.962,5972.5987,-8.9559
86.9298,27.962,5964.7565,-8.9049
86.9303,27.962,5956.1367,-8.8489
86.9308,27.962,5946.7678,-8.788
86.9313,27.962,5936.6807,-8.7224
86.9318,27.962,5925.9086,-8.6524
86.9323,27.962,5914.487,-8.5782
86.9328,27.962,5902.4538,-8.4999
86.9333,27.962,5889.8495,-8.418
86.9338,27.962,5876.7169,-8.3327
86.9343,27.962,5863.1022,-8.2442
86.9348,27.962,5849.0552,-8.1529
86.9354,27.962,5834.6297,-8.0591
86.9359,27.962,5819.885,-7.9633
86.9364,27.962,5804.8867,-7.8658
86.9369,27.962,5789.7078,-7.7671
86.9374,27.962,5774.4307,-7.6678
86.9379,27.962,5759.1479,-7.5685
86.9384,27.962,5743.9636,-7.4698
86.9389,27.962,5728.9943,-7.3725
86.9394,27.962,5714.3691,-7.2774
86.9399,27.962,5700.2286,-7.1855
86.9404,27.962,5686.7228,-7.0977
86.9409,27.962,5674.0075,-7.015
86.9414,27.962,5662.2383,-6.9385
86.9419,27.962,5651.5639,-6.8692
86.9424,27.962,5642.1163,-6.8078
86.9429,27.962,5634.0005,-6.755
86.9434,27.962,5627.2832,-6.7113
86.9439,27.962,5621.9813,-6.6769
86.9444,27.962,5618.0522,-6.6513
86.9449,27.962,5615.3852,-6.634
86.9455,27.962,5613.798,-6.6237
86.946,27.962,5613.0361,-6.6187
86.9465,27.962,5612.7789,-6.6171
86.947,27.962,5612.6506,-6.6162
86.9475,27.962,5612.2372,-6.6135
86.948,27.962,5611.1072,-6.6062
86.9485,27.962,5608.8371,-6.5914
86.949,27.962,5605.0366,-6.5667
86.9495,27.962,5599.3747,-6.5299
86.95,27.962,5591.6017,-6.4794
86.9,27.9625,5412.6818,-5.3164
86.9005,27.9625,5424.8306,-5.3954
86.901,27.9625,5437.404,-5.4771
86.9015,27.9625,5450.3966,-5.5616
86.902,27.9625,5463.801,-5.6487
86.9025,27.9625,5477.608,-5.7385
86.903,27.9625,5491.8067,-5.8307
86.9035,27.9625,5506.3841,-5.9255
86.904,27.9625,5521.3252,-6.0226
86.9045,27.9625,5536.6131,-6.122
86.9051,27.9625,5552.2288,-6.2235
86.9056,27.9625,5568.1514,-6.327
86.9061,27.9625,5584.3577,-6.4323
86.9066,27.9625,5600.8229,-6.5393
86.9071,27.9625,5617.5197,-6.6479
86.9076,27.9625,5634.4193,-6.7577
86.9081,27.9625,5651.4908,-6.8687
86.9086,27.9625,5668.7015,-6.9806
86.9091,27.9625,5686.017,-7.0931
86.9096,27.9625,5703.4012,-7.2061
86.9101,27.9625,5720.8164,-7.3193
86.9106,27.9625,5738.2236,-7.4325
86.9111,27.9625,5755.5824,-7.5453
86.9116,27.9625,5772.8512,-7.6575
86.9121,27.9625,5789.9875,-7.7689
86.9126,27.9625,5806.9481,-7.8792
86.9131,27.9625,5823.6887,-7.988
86.9136,27.9625,5840.1649,-8.0951
86.9141,27.9625,5856.3318,-8.2002
86.9146,27.9625,5872.1447,-8.3029
86.9152,27.9625,5887.5586,-8.4031
86.9157,27.9625,5902.5291,-8.5004
86.9162,27.9625,5917.0122,-8.5946
86.9167,27.9625,5930.9648,-8.6853
86.9172,27.9625,5944.3445,-8.7722
86.9177,27.9625,5957.1104,-8.8552
86.9182,27.9625,5969.2227,-8.9339
86.9187,27.9625,5980.6432,-9.0082
86.9192,27.9625,5991.3357,-9.0777
86.9197,27.9625,6001.2657,-9.1422
86.9202,27.9625,6010.4011,-9.2016
86.9207,27.9625,6018.712,-9.2556
86.9212,27.9625,6026.171,-9.3041
86.9217,27.9625,6032.7533,-9.3469
86.9222,27.9625,6038.437,-9.3838
86.9227,27.9625,6043.2031,-9.4148
86.9232,27.9625,6047.0354,-9.4397
86.9237,27.9625,6049.9211,-9.4585
86.9242,27.9625,6051.8504,-9.471
86.9247,27.9625,6052.8166,-9.4773
86.9253,27.9625,6052.8166,-9.4773
86.9258,27.9625,6051.8504,-9.471
86.9263,27.9625,6049.9212,-9.4585
86.9268,27.9625,6047.0355,-9.4397
86.9273,27.9625,6043.2032,-9.4148
86.9278,27.9625,6038.4373,-9.3838
86.9283,27.9625,6032.7538,-9.3469
86.9288,27.9625,6026.1718,-9.3041
86.9293,27.9625,6018.7135,-9.2556
86.9298,27.9625,6010.4037,-9.2016
86.9303,27.9625,6001.2702,-9.1423
86.9308,27.9625,5991.3433,-9.0777
86.9313,27.9625,5980.6562,-9.0083
86.9318,27.9625,5969.2444,-8.9341
86.9323,27.9625,5957.1463,-8.8555
86.9328,27.9625,5944.403,-8.7726
86.9333,27.9625,5931.0586,-8.6859
86.9338,27.9625,5917.1607,-8.5955
86.9343,27.9625,5902.7607,-8.5019
86.9348,27.9625,5887.9148,-8.4054
86.9354,27.9625,5872.6848,-8.3065
86.9359,27.9625,5857.1394,-8.2054
86.9364,27.9625,5841.3552,-8.1028
86.9369,27.9625,5825.4185,-7.9992
86.9374,27.9625,5809.4266,-7.8953
86.9379,27.9625,5793.4888,-7.7917
86.9384,27.9625,5777.7275,-7.6892
86.9389,27.9625,5762.2784,-7.5888
86.9394,27.9625,5747.2889,-7.4914
86.9399,27.9625,5732.9167,-7.398
86.9404,27.9625,5719.3253,-7.3096
86.9409,27.9625,5706.6784,-7.2274
86.9414,27.9625,5695.1322,-7.1524
86.9419,27.9625,5684.8261,-7.0854
86.9424,27.9625,5675.8713,-7.0272
86.9429,27.9625,5668.3393,-6.9782
86.9434,27.9625,5662.2505,-6.9386
86.9439,27.9625,5657.5629,-6.9082
86.9444,27.9625,5654.1647,-6.8861
86.9449,27.9625,5651.8691,-6.8711
86.9455,27.9625,5650.4151,-6.8617
86.946,27.9625,5649.4729,-6.8556
86.9465,27.9625,5648.6553,-6.8503
86.947,27.9625,5647.5355,-6.843
86.9475,27.9625,5645.6689,-6.8308
86.948,27.9625,5642.6184,-6.811
86.9485,27.9625,5637.9819,-6.7809
86.949,27.9625,5631.4182,-6.7382
86.9495,27.9625,5622.6705,-6.6814
86.95,27.9625,5611.5841,-6.6093
86.9,27.963,5425.1209,-5.3973
86.9005,27.963,5437.9802,-5.4809
86.901,27.963,5451.289,-5.5674
86.9015,27.963,5465.0414,-5.6568
86.902,27.963,5479.2297,-5.749
86.9025,27.963,5493.8443,-5.844
86.903,27.963,5508.8734,-5.9417
86.9035,27.963,5524.3034,-6.042
86.904,27.963,5540.1184,-6.1448
86.9045,27.963,5556.3004,-6.25
86.9051,27.963,5572.8294,-6.3574
86.9056,27.963,5589.6833,-6.4669
86.9061,27.963,5606.8375,-6.5784
86.9066,27.963,5624.2656,-6.6917
86.9071,27.963,5641.9389,-6.8066
86.9076,27.963,5659.827,-6.9229
86.9081,27.963,5677.8969,-7.0403
86.9086,27.963,5696.1142,-7.1587
86.9091,27.963,5714.4424,-7.2779
86.9096,27.963,5732.8433,-7.3975
86.9101,27.963,5751.2771,-7.5173
86.9106,27.963,5769.7024,-7.6371
86.9111,27.963,5788.0764,-7.7565
86.9116,27.963,5806.3552,-7.8753
86.9121,27.963,5824.4938,-7.9932
86.9126,27.963,5842.4463,-8.1099
86.9131,27.963,5860.166,-8.2251
86.9136,27.963,5877.6058,-8.3384
86.9141,27.963,5894.7184,-8.4497
86.9146,27.963,5911.456,-8.5585
86.9152,27.963,5927.7714,-8.6645
86.9157,27.963,5943.6175,-8.7675
86.9162,27.963,5958.9477,-8.8672
86.9167,27.963,5973.7163,-8.9632
86.9172,27.963,5987.8786,-9.0552
86.9177,27.963,6001.3911,-9.143
86.9182,27.963,6014.2118,-9.2264
86.9187,27.963,6026.3003,-9.305
86.9192,27.963,6037.6181,-9.3785
86.9197,27.963,6048.1289,-9.4468
86.9202,27.963,6057.7986,-9.5097
86.9207,27.963,6066.5956,-9.5669
86.9212,27.963,6074.4908,-9.6182
86.9217,27.963,6081.4581,-9.6635
86.9222,27.963,6087.4742,-9.7026
86.9227,27.963,6092.519,-9.7354
86.9232,27.963,6096.5755,-9.7617
86.9237,27.963,6099.63,-9.7816
86.9242,27.963,6101.6721,-9.7949
86.9247,27.963,6102.6949,-9.8015
86.9253,27.963,6102.6949,-9.8015
86.9258,27.963,6101.6721,-9.7949
86.9263,27.963,6099.6301,-9.7816
86.9268,27.963,6096.5757,-9.7617
86.9273,27.963,6092.5193,-9.7354
86.9278,27.963,6087.4747,-9.7026
86.9283,27.963,6081.4589,-9.6635
86.9288,27.963,6074.4923,-9.6182
